Date,Open,High,Low,Close,Adj Close,Volume
2022-06-15,3260.000000,3270.000000,3040.000000,3040.000000,2563.457520,247557600
2022-06-16,3080.000000,3170.000000,3040.000000,3060.000000,2580.322510,243268700
2022-06-17,3020.000000,3030.000000,2870.000000,2920.000000,2462.268555,229958000
2022-06-20,2920.000000,2950.000000,2860.000000,2930.000000,2470.700928,115058200
2022-06-21,3000.000000,3070.000000,2970.000000,3030.000000,2555.025146,189107600
2022-06-22,3030.000000,3090.000000,2980.000000,3030.000000,2555.025146,201749700
2022-06-23,3030.000000,3030.000000,2890.000000,2940.000000,2479.133301,145531100
2022-06-24,2970.000000,3020.000000,2950.000000,2970.000000,2504.430664,103050300
2022-06-27,2970.000000,3000.000000,2880.000000,2960.000000,2495.998291,89273500
2022-06-28,2990.000000,3000.000000,2930.000000,2950.000000,2487.565918,74114300
2022-06-29,2910.000000,2970.000000,2870.000000,2870.000000,2420.106445,69188200
2022-06-30,2810.000000,2920.000000,2810.000000,2860.000000,2411.674072,109157800
2022-07-01,2860.000000,2910.000000,2710.000000,2720.000000,2293.620117,105599200
2022-07-04,2720.000000,2830.000000,2660.000000,2770.000000,2335.782227,117849700
2022-07-05,2830.000000,2940.000000,2820.000000,2880.000000,2428.538818,135385800
2022-07-06,2850.000000,2850.000000,2720.000000,2770.000000,2335.782227,82120100
2022-07-07,2770.000000,2810.000000,2720.000000,2770.000000,2335.782227,70438600
2022-07-08,2850.000000,2880.000000,2820.000000,2830.000000,2386.376709,90522000
2022-07-11,2840.000000,2870.000000,2800.000000,2830.000000,2386.376709,52681800
2022-07-12,2860.000000,2970.000000,2840.000000,2920.000000,2462.268555,142532100
2022-07-13,2950.000000,2990.000000,2900.000000,2930.000000,2470.700928,99629700
2022-07-14,2910.000000,2960.000000,2880.000000,2930.000000,2470.700928,97805600
2022-07-15,2890.000000,2900.000000,2760.000000,2760.000000,2327.349854,98942900
2022-07-18,2760.000000,2800.000000,2730.000000,2790.000000,2352.646973,68984100
2022-07-19,2800.000000,2960.000000,2760.000000,2950.000000,2487.565918,127898100
2022-07-20,2980.000000,3030.000000,2980.000000,3020.000000,2546.592773,99298600
2022-07-21,3040.000000,3050.000000,2970.000000,3020.000000,2546.592773,73196600
2022-07-22,3040.000000,3080.000000,2990.000000,3030.000000,2555.025146,94295700
2022-07-25,3050.000000,3120.000000,3040.000000,3100.000000,2614.052246,134979600
2022-07-26,3140.000000,3170.000000,3120.000000,3160.000000,2664.646729,83178500
2022-07-27,3200.000000,3300.000000,3180.000000,3280.000000,2765.835938,130334900
2022-07-28,3290.000000,3330.000000,3250.000000,3280.000000,2765.835938,94451400
2022-07-29,3300.000000,3350.000000,3230.000000,3250.000000,2740.538818,85291200
2022-08-01,3260.000000,3370.000000,3240.000000,3350.000000,2824.863037,146347800
2022-08-02,3350.000000,3360.000000,3180.000000,3180.000000,2681.511719,112428800
2022-08-03,3190.000000,3330.000000,3180.000000,3310.000000,2791.133301,114505400
2022-08-04,3310.000000,3310.000000,3160.000000,3190.000000,2689.944092,109420800
2022-08-05,3140.000000,3170.000000,3100.000000,3130.000000,2639.349609,124725800
2022-08-08,3090.000000,3130.000000,3030.000000,3080.000000,2597.187500,94030900
2022-08-09,3110.000000,3170.000000,3100.000000,3130.000000,2639.349609,86949000
2022-08-10,3150.000000,3190.000000,3120.000000,3140.000000,2647.781738,81369800
2022-08-11,3230.000000,3250.000000,3150.000000,3150.000000,2656.214355,127285200
2022-08-12,3160.000000,3210.000000,3130.000000,3190.000000,2689.944092,73526600
2022-08-15,3220.000000,3240.000000,3150.000000,3160.000000,2664.646729,53868300
2022-08-16,3160.000000,3190.000000,3120.000000,3150.000000,2656.214355,48691000
2022-08-18,3180.000000,3280.000000,3170.000000,3250.000000,2740.538818,84704200
2022-08-19,3270.000000,3310.000000,3240.000000,3250.000000,2740.538818,73447800
2022-08-22,3290.000000,3300.000000,3140.000000,3150.000000,2656.214355,90711300
2022-08-23,3170.000000,3380.000000,3160.000000,3350.000000,2824.863037,175076900
2022-08-24,3330.000000,3420.000000,3270.000000,3410.000000,2875.457520,116927600
2022-08-25,3410.000000,3470.000000,3370.000000,3410.000000,2875.457520,88737600
2022-08-26,3430.000000,3450.000000,3390.000000,3410.000000,2875.457520,55022600
2022-08-29,3380.000000,3470.000000,3330.000000,3460.000000,2917.619629,79496800
2022-08-30,3660.000000,3700.000000,3530.000000,3540.000000,2985.079102,160702700
2022-08-31,3510.000000,3570.000000,3480.000000,3540.000000,2985.079102,101731600
2022-09-01,3560.000000,3740.000000,3540.000000,3700.000000,3119.997803,162099600
2022-09-02,3750.000000,3830.000000,3720.000000,3780.000000,3187.457275,133943800
2022-09-05,3780.000000,4050.000000,3760.000000,4030.000000,3398.267822,194748100
2022-09-06,4080.000000,4160.000000,4020.000000,4040.000000,3406.700439,107870400
2022-09-07,4020.000000,4050.000000,3950.000000,4020.000000,3389.835449,92963400
2022-09-08,3970.000000,4000.000000,3900.000000,3940.000000,3322.376221,88447400
2022-09-09,3920.000000,3970.000000,3860.000000,3950.000000,3330.808594,73341100
2022-09-12,3960.000000,3990.000000,3900.000000,3970.000000,3347.673340,74852000
2022-09-13,3970.000000,4020.000000,3950.000000,4010.000000,3381.403076,71375900
2022-09-14,4000.000000,4040.000000,3940.000000,4010.000000,3381.403076,79037100
2022-09-15,4040.000000,4190.000000,4040.000000,4060.000000,3423.565186,120755300
2022-09-16,4050.000000,4050.000000,3930.000000,3930.000000,3313.943604,121776100
2022-09-19,3950.000000,3960.000000,3860.000000,3910.000000,3297.078857,134433200
2022-09-20,3930.000000,3970.000000,3860.000000,3890.000000,3280.213867,63910800
2022-09-21,3880.000000,3930.000000,3800.000000,3910.000000,3297.078857,67111800
2022-09-22,3910.000000,4120.000000,3890.000000,4100.000000,3457.294922,150225400
2022-09-23,4050.000000,4080.000000,4010.000000,4050.000000,3415.132813,77100300
2022-09-26,3940.000000,3940.000000,3830.000000,3860.000000,3254.916504,163896500
2022-09-27,3900.000000,3940.000000,3870.000000,3910.000000,3297.078857,89367200
2022-09-28,3900.000000,3960.000000,3860.000000,3870.000000,3263.349121,72114400
2022-09-29,3900.000000,3970.000000,3900.000000,3950.000000,3330.808594,91134100
2022-09-30,3920.000000,3960.000000,3870.000000,3960.000000,3339.240967,104670300
2022-10-03,3930.000000,4000.000000,3920.000000,3960.000000,3339.240967,54514500
2022-10-04,3990.000000,4120.000000,3990.000000,4120.000000,3474.159668,145080300
2022-10-05,4140.000000,4170.000000,4080.000000,4080.000000,3440.430176,57945800
2022-10-06,4080.000000,4250.000000,4040.000000,4100.000000,3457.294922,159208200
2022-10-07,4100.000000,4170.000000,4080.000000,4140.000000,3491.024658,49875500
2022-10-10,4050.000000,4050.000000,3920.000000,3920.000000,3305.511230,107867500
2022-10-11,3930.000000,3950.000000,3890.000000,3930.000000,3313.943604,59752100
2022-10-12,3960.000000,4050.000000,3960.000000,4000.000000,3372.970703,101116400
2022-10-13,4090.000000,4090.000000,4010.000000,4020.000000,3389.835449,53264100
2022-10-14,4000.000000,4050.000000,3950.000000,3950.000000,3330.808594,45091900
2022-10-17,3950.000000,3960.000000,3900.000000,3960.000000,3339.240967,42063700
2022-10-18,3980.000000,4000.000000,3840.000000,3860.000000,3254.916504,95622800
2022-10-19,3850.000000,3880.000000,3800.000000,3840.000000,3238.052002,69215500
2022-10-20,3840.000000,4000.000000,3830.000000,4000.000000,3372.970703,119895500
2022-10-21,3980.000000,4020.000000,3950.000000,3960.000000,3339.240967,37327700
2022-10-24,3970.000000,3990.000000,3910.000000,3920.000000,3305.511230,47873100
2022-10-25,3890.000000,3920.000000,3840.000000,3880.000000,3271.781494,74608100
2022-10-26,3880.000000,3950.000000,3850.000000,3930.000000,3313.943604,73155800
2022-10-27,3950.000000,4020.000000,3920.000000,3980.000000,3356.105713,81920000
2022-10-28,4000.000000,4000.000000,3900.000000,3910.000000,3297.078857,54061300
2022-10-31,3940.000000,3980.000000,3920.000000,3980.000000,3356.105713,76758600
2022-11-01,3940.000000,3940.000000,3720.000000,3750.000000,3162.159912,175308100
2022-11-02,3750.000000,3820.000000,3690.000000,3740.000000,3153.727539,101047500
2022-11-03,3740.000000,3810.000000,3730.000000,3750.000000,3162.159912,57965500
2022-11-04,3730.000000,3790.000000,3710.000000,3750.000000,3162.159912,84299700
2022-11-07,3750.000000,3830.000000,3730.000000,3830.000000,3229.619385,74309100
2022-11-08,3800.000000,3800.000000,3730.000000,3760.000000,3170.592285,71681200
2022-11-09,3690.000000,3720.000000,3630.000000,3640.000000,3069.403320,117969800
2022-11-10,3500.000000,3560.000000,3450.000000,3480.000000,2934.484619,153812400
2022-11-11,3500.000000,3540.000000,3440.000000,3490.000000,2942.916992,96575300
2022-11-14,3490.000000,3560.000000,3490.000000,3500.000000,2951.349121,60258000
2022-11-15,3550.000000,3570.000000,3480.000000,3510.000000,2959.781738,55915600
2022-11-16,3610.000000,3640.000000,3520.000000,3570.000000,3010.376221,86525300
2022-11-17,3530.000000,3610.000000,3500.000000,3590.000000,3027.241211,73229600
2022-11-18,3590.000000,3620.000000,3560.000000,3590.000000,3027.241211,40162000
2022-11-21,3610.000000,3710.000000,3610.000000,3690.000000,3111.565430,65550500
2022-11-22,3720.000000,3750.000000,3650.000000,3700.000000,3119.997803,59965000
2022-11-23,3720.000000,3790.000000,3720.000000,3750.000000,3162.159912,45573200
2022-11-24,3760.000000,3780.000000,3740.000000,3750.000000,3162.159912,24418800
2022-11-25,3750.000000,3750.000000,3690.000000,3730.000000,3145.294922,33140500
2022-11-28,3740.000000,3780.000000,3720.000000,3740.000000,3153.727539,40277700
2022-11-29,3790.000000,3880.000000,3780.000000,3880.000000,3271.781494,94151500
2022-11-30,3900.000000,3930.000000,3850.000000,3870.000000,3263.349121,152171400
2022-12-01,3930.000000,3930.000000,3890.000000,3900.000000,3288.646240,56516100
2022-12-02,3890.000000,3890.000000,3820.000000,3850.000000,3246.484131,36882200
2022-12-05,3880.000000,3890.000000,3760.000000,3780.000000,3187.457275,51037700
2022-12-06,3800.000000,3830.000000,3750.000000,3810.000000,3212.754639,56845900
2022-12-07,3820.000000,3870.000000,3780.000000,3830.000000,3229.619385,59277300
2022-12-08,3830.000000,3840.000000,3710.000000,3740.000000,3153.727539,63665900
2022-12-09,3730.000000,3740.000000,3630.000000,3680.000000,3103.133057,67555400
2022-12-12,3680.000000,3820.000000,3670.000000,3800.000000,3204.322021,76652000
2022-12-13,3790.000000,3790.000000,3740.000000,3740.000000,3153.727539,51354800
2022-12-14,3770.000000,3940.000000,3760.000000,3880.000000,3271.781494,131274900
2022-12-15,3890.000000,3970.000000,3850.000000,3900.000000,3288.646240,69993700
2022-12-16,3870.000000,3920.000000,3850.000000,3890.000000,3280.213867,63989300
2022-12-19,3870.000000,3970.000000,3870.000000,3970.000000,3347.673340,58801000
2022-12-20,3970.000000,3990.000000,3910.000000,3920.000000,3305.511230,47259900
2022-12-21,3890.000000,3930.000000,3880.000000,3920.000000,3305.511230,36433600
2022-12-22,3910.000000,3940.000000,3900.000000,3930.000000,3313.943604,32321000
2022-12-23,3860.000000,3860.000000,3800.000000,3810.000000,3212.754639,118489300
2022-12-26,3820.000000,3850.000000,3780.000000,3800.000000,3204.322021,45950200
2022-12-27,3800.000000,3810.000000,3730.000000,3750.000000,3162.159912,60813800
2022-12-28,3760.000000,3770.000000,3700.000000,3750.000000,3162.159912,52254700
2022-12-29,3740.000000,3820.000000,3710.000000,3800.000000,3204.322021,64775200
2022-12-30,3810.000000,3870.000000,3770.000000,3850.000000,3246.484131,98381200
2023-01-02,3610.000000,3650.000000,3590.000000,3590.000000,3238.617920,69696600
2023-01-03,3590.000000,3590.000000,3500.000000,3520.000000,3175.469238,95601300
2023-01-04,3540.000000,3560.000000,3300.000000,3300.000000,2977.002441,163804600
2023-01-05,3250.000000,3270.000000,3080.000000,3100.000000,2796.578125,225480200
2023-01-06,3090.000000,3190.000000,3090.000000,3140.000000,2832.662842,133608100
2023-01-09,3150.000000,3170.000000,2980.000000,3030.000000,2733.429443,165697500
2023-01-10,3040.000000,3140.000000,2980.000000,3140.000000,2832.662842,149820700
2023-01-11,3140.000000,3210.000000,3080.000000,3180.000000,2868.747803,101097700
2023-01-12,3120.000000,3130.000000,3050.000000,3090.000000,2787.556885,78240400
2023-01-13,3120.000000,3150.000000,3110.000000,3140.000000,2832.662842,49588400
2023-01-16,3120.000000,3130.000000,3090.000000,3100.000000,2796.578125,25866600
2023-01-17,3060.000000,3150.000000,3050.000000,3140.000000,2832.662842,51667000
2023-01-18,3160.000000,3230.000000,3150.000000,3170.000000,2859.726563,61754000
2023-01-19,3140.000000,3230.000000,3140.000000,3230.000000,2913.854004,47144100
2023-01-20,3250.000000,3260.000000,3210.000000,3240.000000,2922.875244,50695900
2023-01-24,3240.000000,3250.000000,3170.000000,3200.000000,2886.790283,34335900
2023-01-25,3190.000000,3190.000000,3120.000000,3130.000000,2823.641846,42325000
2023-01-26,3050.000000,3070.000000,2990.000000,3010.000000,2715.387207,83858800
2023-01-27,2980.000000,3080.000000,2980.000000,3060.000000,2760.493164,63547600
2023-01-30,3060.000000,3100.000000,2980.000000,3010.000000,2715.387207,47836700
2023-01-31,2970.000000,3020.000000,2940.000000,2960.000000,2670.281006,79164200
2023-02-01,2940.000000,3000.000000,2930.000000,2950.000000,2661.259766,59728700
2023-02-02,2940.000000,2970.000000,2870.000000,2870.000000,2589.090088,88969700
2023-02-03,2870.000000,2870.000000,2740.000000,2760.000000,2489.856689,101999600
2023-02-06,2760.000000,2840.000000,2720.000000,2780.000000,2507.899170,80778600
2023-02-07,2860.000000,2950.000000,2860.000000,2890.000000,2607.132568,113365400
2023-02-08,2900.000000,2940.000000,2870.000000,2920.000000,2634.196045,50651900
2023-02-09,2860.000000,2890.000000,2820.000000,2840.000000,2562.026367,58268500
2023-02-10,2750.000000,2780.000000,2710.000000,2740.000000,2471.814209,73205300
2023-02-13,2790.000000,2830.000000,2780.000000,2780.000000,2507.899170,58110000
