Date,Open,High,Low,Close,Adj Close,Volume
2023-02-14,2790.000000,2850.000000,2770.000000,2830.000000,2553.005127,47207700
2023-02-15,2870.000000,3040.000000,2870.000000,2950.000000,2661.259766,150083400
2023-02-16,2970.000000,2990.000000,2890.000000,2920.000000,2634.196045,49484000
2023-02-17,2920.000000,2930.000000,2860.000000,2880.000000,2598.111328,45060800
2023-02-20,2870.000000,2910.000000,2820.000000,2900.000000,2616.153809,67438100
2023-02-21,2860.000000,2900.000000,2820.000000,2820.000000,2543.983887,57575900
2023-02-22,2880.000000,2910.000000,2840.000000,2850.000000,2571.047607,51853800
2023-02-23,2880.000000,2950.000000,2870.000000,2900.000000,2616.153809,80466800
2023-02-24,2930.000000,2960.000000,2880.000000,2890.000000,2607.132568,72020500
2023-02-27,2910.000000,2950.000000,2890.000000,2950.000000,2661.259766,42554800
2023-02-28,2940.000000,3040.000000,2910.000000,2990.000000,2697.344727,141401100
2023-03-01,3000.000000,3010.000000,2940.000000,2990.000000,2697.344727,74127000
2023-03-02,3000.000000,3030.000000,2970.000000,2990.000000,2697.344727,50943400
2023-03-03,3090.000000,3130.000000,3020.000000,3020.000000,2724.408203,113137800
2023-03-06,3020.000000,3020.000000,2900.000000,2910.000000,2625.174805,68471200
2023-03-07,2880.000000,2910.000000,2850.000000,2860.000000,2580.068848,81747200
2023-03-08,2840.000000,2920.000000,2810.000000,2920.000000,2634.196045,73894700
2023-03-09,2950.000000,2950.000000,2900.000000,2900.000000,2616.153809,42649600
2023-03-10,2900.000000,2900.000000,2850.000000,2860.000000,2580.068848,29013700
2023-03-13,2870.000000,2930.000000,2860.000000,2900.000000,2616.153809,44258200
2023-03-14,2910.000000,2910.000000,2770.000000,2770.000000,2498.877930,60495700
2023-03-15,2790.000000,2820.000000,2730.000000,2750.000000,2480.835449,50051200
2023-03-16,2720.000000,2720.000000,2600.000000,2640.000000,2381.602051,100194800
2023-03-17,2650.000000,2780.000000,2650.000000,2780.000000,2507.899170,165045800
2023-03-20,2760.000000,2780.000000,2710.000000,2720.000000,2453.771729,27177000
2023-03-21,2720.000000,2730.000000,2690.000000,2730.000000,2462.792969,28977600
2023-03-24,2710.000000,2740.000000,2680.000000,2680.000000,2417.686768,51810300
2023-03-27,2710.000000,2740.000000,2670.000000,2680.000000,2417.686768,54183300
2023-03-28,2700.000000,2800.000000,2700.000000,2770.000000,2498.877930,95908100
2023-03-29,2810.000000,2910.000000,2800.000000,2880.000000,2598.111328,106383200
2023-03-30,2900.000000,2920.000000,2850.000000,2870.000000,2589.090088,71977200
2023-03-31,2880.000000,2930.000000,2850.000000,2900.000000,2616.153809,61694500
2023-04-03,2940.000000,3020.000000,2940.000000,2940.000000,2652.238525,98297900
2023-04-04,3010.000000,3080.000000,3010.000000,3050.000000,2751.471924,93744600
2023-04-05,3040.000000,3070.000000,3000.000000,3060.000000,2760.493164,54323500
2023-04-06,3060.000000,3120.000000,3020.000000,3020.000000,2724.408203,71186200
2023-04-10,3020.000000,3060.000000,2970.000000,2990.000000,2697.344727,29429000
2023-04-11,2960.000000,3060.000000,2960.000000,3050.000000,2751.471924,46716100
2023-04-12,3050.000000,3050.000000,2930.000000,2960.000000,2670.281006,84393600
2023-04-13,2960.000000,3010.000000,2950.000000,2960.000000,2670.281006,38736700
2023-04-14,2960.000000,2990.000000,2920.000000,2920.000000,2634.196045,45832600
2023-04-17,2920.000000,2950.000000,2860.000000,2860.000000,2580.068848,47706200
2023-04-18,2870.000000,3020.000000,2870.000000,3000.000000,2706.365967,85627400
2023-04-26,3040.000000,3130.000000,3020.000000,3100.000000,2796.578125,104615000
2023-04-27,3100.000000,3110.000000,3050.000000,3080.000000,2778.535645,41028100
2023-04-28,3100.000000,3160.000000,3060.000000,3130.000000,2823.641846,72560800
2023-05-02,3100.000000,3100.000000,2960.000000,2980.000000,2688.323486,81649400
2023-05-03,2980.000000,3050.000000,2930.000000,2940.000000,2652.238525,71441900
2023-05-04,2930.000000,3000.000000,2900.000000,2920.000000,2634.196045,73997700
2023-05-05,2860.000000,2880.000000,2750.000000,2790.000000,2516.920166,158924500
2023-05-08,2810.000000,2930.000000,2810.000000,2870.000000,2589.090088,65765900
2023-05-09,2910.000000,2910.000000,2860.000000,2890.000000,2607.132568,45066800
2023-05-10,2900.000000,2970.000000,2900.000000,2940.000000,2652.238525,84244500
2023-05-11,2920.000000,2950.000000,2760.000000,2800.000000,2525.941406,209469700
2023-05-12,2800.000000,2800.000000,2750.000000,2760.000000,2489.856689,60919400
2023-05-15,2780.000000,2790.000000,2630.000000,2660.000000,2399.644531,116378900
2023-05-16,2700.000000,2740.000000,2660.000000,2670.000000,2408.665527,66336200
2023-05-17,2710.000000,2710.000000,2540.000000,2540.000000,2291.389893,142037300
2023-05-19,2520.000000,2540.000000,2380.000000,2410.000000,2174.114014,168354900
2023-05-22,2450.000000,2490.000000,2410.000000,2460.000000,2219.219971,192718400
2023-05-23,2290.000000,2290.000000,2290.000000,2290.000000,2290.000000,25791700
2023-05-24,2220.000000,2310.000000,2220.000000,2250.000000,2250.000000,105384800
2023-05-25,2200.000000,2200.000000,2120.000000,2120.000000,2120.000000,124673400
2023-05-26,2090.000000,2170.000000,2080.000000,2090.000000,2090.000000,81565700
2023-05-29,2120.000000,2130.000000,2010.000000,2070.000000,2070.000000,80215800
2023-05-30,2070.000000,2150.000000,2060.000000,2110.000000,2110.000000,63219000
2023-05-31,2070.000000,2090.000000,2010.000000,2040.000000,2040.000000,169456800
2023-06-05,2090.000000,2170.000000,2080.000000,2100.000000,2100.000000,119850300
2023-06-06,2200.000000,2230.000000,2160.000000,2220.000000,2220.000000,106615300
2023-06-07,2200.000000,2200.000000,2140.000000,2170.000000,2170.000000,69604900
2023-06-08,2190.000000,2210.000000,2160.000000,2200.000000,2200.000000,46850800
2023-06-09,2210.000000,2230.000000,2170.000000,2190.000000,2190.000000,36414600
2023-06-12,2220.000000,2240.000000,2200.000000,2210.000000,2210.000000,32981000
2023-06-13,2190.000000,2220.000000,2150.000000,2210.000000,2210.000000,47913300
2023-06-14,null,null,null,null,null,null
2023-06-15,2250.000000,2260.000000,2220.000000,2230.000000,2230.000000,5359600
