xt-4,xt-3,xt-2,xt-1,xt
0.26787164052115453,0.23930506491057746,0.11118556275312474,0.033601411187588526,0.0
0.23930506491057746,0.11118556275312474,0.033601411187588526,0.0,0.04324722741219422
0.11118556275312474,0.033601411187588526,0.0,0.04324722741219422,0.1138346560619824
0.033601411187588526,0.0,0.04324722741219422,0.1138346560619824,0.12362539327348454
0.0,0.04324722741219422,0.1138346560619824,0.12362539327348454,0.082114101123683
0.04324722741219422,0.1138346560619824,0.12362539327348454,0.082114101123683,0.015587576687355442
0.1138346560619824,0.12362539327348454,0.082114101123683,0.015587576687355442,0.041846324538862945
0.12362539327348454,0.082114101123683,0.015587576687355442,0.041846324538862945,0.20880153460417095
0.082114101123683,0.015587576687355442,0.041846324538862945,0.20880153460417095,0.2803457534255114
0.015587576687355442,0.041846324538862945,0.20880153460417095,0.2803457534255114,0.19746341524225963
0.041846324538862945,0.20880153460417095,0.2803457534255114,0.19746341524225963,0.10763110284871014
0.20880153460417095,0.2803457534255114,0.19746341524225963,0.10763110284871014,0.02676830874091707
0.2803457534255114,0.19746341524225963,0.10763110284871014,0.02676830874091707,0.007769634845861573
0.19746341524225963,0.10763110284871014,0.02676830874091707,0.007769634845861573,0.07145383799080296
0.10763110284871014,0.02676830874091707,0.007769634845861573,0.07145383799080296,0.16284755714639676
0.02676830874091707,0.007769634845861573,0.07145383799080296,0.16284755714639676,0.1428406695037936
0.007769634845861573,0.07145383799080296,0.16284755714639676,0.1428406695037936,0.08859502998929447
0.07145383799080296,0.16284755714639676,0.1428406695037936,0.08859502998929447,0.03454885161805055
0.16284755714639676,0.1428406695037936,0.08859502998929447,0.03454885161805055,0.06274611245556927
0.1428406695037936,0.08859502998929447,0.03454885161805055,0.06274611245556927,0.19977747616205588
0.08859502998929447,0.03454885161805055,0.06274611245556927,0.19977747616205588,0.2882852419011763
0.03454885161805055,0.06274611245556927,0.19977747616205588,0.2882852419011763,0.22979949480232298
0.06274611245556927,0.19977747616205588,0.2882852419011763,0.22979949480232298,0.16042441591388257
0.19977747616205588,0.2882852419011763,0.22979949480232298,0.16042441591388257,0.07547578494972174
0.2882852419011763,0.22979949480232298,0.16042441591388257,0.07547578494972174,0.05544863953475676
0.22979949480232298,0.16042441591388257,0.07547578494972174,0.05544863953475676,0.13364987401223882
0.16042441591388257,0.07547578494972174,0.05544863953475676,0.13364987401223882,0.2112153260955949
0.07547578494972174,0.05544863953475676,0.13364987401223882,0.2112153260955949,0.22987585102122554
0.05544863953475676,0.13364987401223882,0.2112153260955949,0.22987585102122554,0.13712953598793254
0.13364987401223882,0.2112153260955949,0.22987585102122554,0.13712953598793254,0.07890869821996505
0.2112153260955949,0.22987585102122554,0.13712953598793254,0.07890869821996505,0.11140528166874175
0.22987585102122554,0.13712953598793254,0.07890869821996505,0.11140528166874175,0.23783559726925207
0.13712953598793254,0.07890869821996505,0.11140528166874175,0.23783559726925207,0.3826412706921458
0.07890869821996505,0.11140528166874175,0.23783559726925207,0.3826412706921458,0.32485831246523067
0.11140528166874175,0.23783559726925207,0.3826412706921458,0.32485831246523067,0.23339602854164299
0.23783559726925207,0.3826412706921458,0.32485831246523067,0.23339602854164299,0.12346800596513474
0.3826412706921458,0.32485831246523067,0.23339602854164299,0.12346800596513474,0.09492168812691959
0.32485831246523067,0.23339602854164299,0.12346800596513474,0.09492168812691959,0.18379409376855338
0.23339602854164299,0.12346800596513474,0.09492168812691959,0.18379409376855338,0.2752953349466831
0.12346800596513474,0.09492168812691959,0.18379409376855338,0.2752953349466831,0.318676575314502
0.09492168812691959,0.18379409376855338,0.2752953349466831,0.318676575314502,0.19011296045526982
0.18379409376855338,0.2752953349466831,0.318676575314502,0.19011296045526982,0.12416611996652793
0.2752953349466831,0.318676575314502,0.19011296045526982,0.12416611996652793,0.15259868262148024
0.318676575314502,0.19011296045526982,0.12416611996652793,0.15259868262148024,0.2890316628982015
0.19011296045526982,0.12416611996652793,0.15259868262148024,0.2890316628982015,0.3522312377966401
0.12416611996652793,0.15259868262148024,0.2890316628982015,0.3522312377966401,0.3329614214099721
0.15259868262148024,0.2890316628982015,0.3522312377966401,0.3329614214099721,0.2810719166501747
0.2890316628982015,0.3522312377966401,0.3329614214099721,0.2810719166501747,0.15260335749202536
0.3522312377966401,0.3329614214099721,0.2810719166501747,0.15260335749202536,0.13049277810415294
0.3329614214099721,0.2810719166501747,0.15260335749202536,0.13049277810415294,0.20502579749395777
0.2810719166501747,0.15260335749202536,0.13049277810415294,0.20502579749395777,0.29163400750160906
0.15260335749202536,0.13049277810415294,0.20502579749395777,0.29163400750160906,0.3074459779751264
0.13049277810415294,0.20502579749395777,0.29163400750160906,0.3074459779751264,0.21800791299754252
0.20502579749395777,0.29163400750160906,0.3074459779751264,0.21800791299754252,0.16453051054261225
0.29163400750160906,0.3074459779751264,0.21800791299754252,0.16453051054261225,0.21435060594113708
0.3074459779751264,0.21800791299754252,0.16453051054261225,0.21435060594113708,0.4500310878891245
0.21800791299754252,0.16453051054261225,0.21435060594113708,0.4500310878891245,0.4526007083987167
0.16453051054261225,0.21435060594113708,0.4500310878891245,0.4526007083987167,0.3406032764609359
0.21435060594113708,0.4500310878891245,0.4526007083987167,0.3406032764609359,0.27864254225693386
0.4500310878891245,0.4526007083987167,0.3406032764609359,0.27864254225693386,0.1864182544345041
0.4526007083987167,0.3406032764609359,0.27864254225693386,0.1864182544345041,0.163724874518683
0.3406032764609359,0.27864254225693386,0.1864182544345041,0.163724874518683,0.251668539212035
0.27864254225693386,0.1864182544345041,0.163724874518683,0.251668539212035,0.33189866750606556
0.1864182544345041,0.163724874518683,0.251668539212035,0.33189866750606556,0.33955298887848295
0.163724874518683,0.251668539212035,0.33189866750606556,0.33955298887848295,0.2765326173509379
0.251668539212035,0.33189866750606556,0.33955298887848295,0.2765326173509379,0.18888658608228703
0.33189866750606556,0.33955298887848295,0.2765326173509379,0.18888658608228703,0.20649526513528293
0.33955298887848295,0.2765326173509379,0.18888658608228703,0.20649526513528293,0.3485708141598711
0.2765326173509379,0.18888658608228703,0.20649526513528293,0.3485708141598711,0.47849325805752896
0.18888658608228703,0.20649526513528293,0.3485708141598711,0.47849325805752896,0.34659801878986296
0.20649526513528293,0.3485708141598711,0.47849325805752896,0.34659801878986296,0.28126981950324814
0.3485708141598711,0.47849325805752896,0.34659801878986296,0.28126981950324814,0.1844220847117708
0.47849325805752896,0.34659801878986296,0.28126981950324814,0.1844220847117708,0.2103863157189405
0.34659801878986296,0.28126981950324814,0.1844220847117708,0.2103863157189405,0.3043293976117645
0.28126981950324814,0.1844220847117708,0.2103863157189405,0.3043293976117645,0.38610846634638607
0.1844220847117708,0.2103863157189405,0.3043293976117645,0.38610846634638607,0.3715820852727554
0.2103863157189405,0.3043293976117645,0.38610846634638607,0.3715820852727554,0.2845313208535065
0.3043293976117645,0.38610846634638607,0.3715820852727554,0.2845313208535065,0.20941394264557145
0.38610846634638607,0.3715820852727554,0.2845313208535065,0.20941394264557145,0.26804928560186614
0.3715820852727554,0.2845313208535065,0.20941394264557145,0.26804928560186614,0.37670574339012264
0.2845313208535065,0.20941394264557145,0.26804928560186614,0.37670574339012264,0.4670258006105381
0.20941394264557145,0.26804928560186614,0.37670574339012264,0.4670258006105381,0.387222643826288
0.26804928560186614,0.37670574339012264,0.4670258006105381,0.387222643826288,0.2993849428652904
0.37670574339012264,0.4670258006105381,0.387222643826288,0.2993849428652904,0.2232874001330778
0.4670258006105381,0.387222643826288,0.2993849428652904,0.2232874001330778,0.18486463912336815
0.387222643826288,0.2993849428652904,0.2232874001330778,0.18486463912336815,0.2476543837040246
0.2993849428652904,0.2232874001330778,0.18486463912336815,0.2476543837040246,0.3458313400204758
0.2232874001330778,0.18486463912336815,0.2476543837040246,0.3458313400204758,0.33070501722689793
0.18486463912336815,0.2476543837040246,0.3458313400204758,0.33070501722689793,0.26551706405663444
0.2476543837040246,0.3458313400204758,0.33070501722689793,0.26551706405663444,0.21369612406483096
0.3458313400204758,0.33070501722689793,0.26551706405663444,0.21369612406483096,0.28336104492706427
0.33070501722689793,0.26551706405663444,0.21369612406483096,0.28336104492706427,0.4550331993723207
0.26551706405663444,0.21369612406483096,0.28336104492706427,0.4550331993723207,0.5084903440548891
0.21369612406483096,0.28336104492706427,0.4550331993723207,0.5084903440548891,0.45565963202535653
0.28336104492706427,0.4550331993723207,0.5084903440548891,0.45565963202535653,0.3764766747334154
0.4550331993723207,0.5084903440548891,0.45565963202535653,0.3764766747334154,0.24531694843150298
0.5084903440548891,0.45565963202535653,0.3764766747334154,0.24531694843150298,0.19262180764777637
0.45565963202535653,0.3764766747334154,0.24531694843150298,0.19262180764777637,0.2963026448859254
0.3764766747334154,0.24531694843150298,0.19262180764777637,0.2963026448859254,0.4174612648018088
0.24531694843150298,0.19262180764777637,0.2963026448859254,0.4174612648018088,0.41677094225132416
0.19262180764777637,0.2963026448859254,0.4174612648018088,0.41677094225132416,0.3005630102426413
0.2963026448859254,0.4174612648018088,0.41677094225132416,0.3005630102426413,0.22386240921011824
